,user_followers,user_friends,user_favourites,user_verified,Sentiment
437,204.0,72.0,1.0,0,0
438,49690.0,655.0,1667.0,1,1
439,50.0,410.0,855.0,0,1
440,1281.0,25.0,72.0,0,1
441,276.0,542.0,2910.0,0,0
442,49.0,2.0,8.0,0,2
443,499.0,531.0,887.0,0,1
444,1033.0,27.0,12.0,0,1
445,7769.0,46.0,1077.0,0,2
446,695.0,157.0,1689.0,0,2
447,156.0,576.0,844.0,0,0
448,76.0,593.0,1081.0,0,1
449,647.0,1283.0,1102.0,0,0
450,64.0,83.0,57.0,0,2
451,197.0,582.0,7463.0,0,1
452,3210.0,1.0,28.0,0,1
453,204.0,72.0,1.0,0,0
454,204.0,72.0,1.0,0,0
455,7684.0,232.0,844.0,0,2
456,6.0,7.0,10.0,0,1
457,42.0,201.0,12050.0,0,1
458,2192.0,4625.0,1312.0,0,1
459,4309.0,4936.0,40965.0,0,2
460,297.0,62.0,3026.0,0,1
461,4150.0,0.0,1802.0,0,2
462,122.0,5.0,53.0,0,0
463,1036.0,695.0,21244.0,0,1
464,1.0,0.0,0.0,0,2
465,22.0,11.0,12.0,0,0
466,27.0,6.0,3.0,0,1
467,4344.0,3.0,132.0,0,1
468,2799.0,2453.0,94.0,0,2
469,3631.0,3564.0,3787.0,0,2
470,40465.0,1710.0,7083.0,0,1
471,2.0,0.0,3.0,0,0
472,256.0,1698.0,60.0,0,2
473,1627.0,240.0,1848.0,0,1
474,5.0,1.0,3.0,0,1
475,1154.0,87.0,364.0,0,2
476,314.0,917.0,664.0,0,2
477,6.0,7.0,10.0,0,1
478,1496.0,2619.0,1653.0,0,0
479,179616.0,697.0,5035.0,0,1
480,439.0,195.0,1791.0,0,1
481,1861.0,1513.0,550.0,0,1
482,94.0,147.0,1183.0,0,1
483,2107.0,5003.0,356.0,0,1
484,121.0,215.0,127.0,0,0
485,816.0,335.0,112.0,0,1
486,695.0,157.0,1689.0,0,2
487,1281.0,25.0,72.0,0,1
488,439.0,195.0,1791.0,0,2
489,397.0,2479.0,15486.0,0,1
490,48.0,35.0,286.0,0,2
491,112.0,284.0,647.0,0,1
492,0.0,1.0,0.0,0,2
493,2183.0,922.0,146.0,0,2
494,127.0,52.0,974.0,0,1
495,662.0,155.0,915.0,0,2
496,96.0,455.0,3589.0,0,2
497,4150.0,0.0,1802.0,0,1
498,186.0,347.0,5020.0,0,2
499,46.0,258.0,1032.0,0,1
500,78780.0,46656.0,120853.0,0,1
501,14.0,38.0,159.0,0,1
502,186.0,347.0,5020.0,0,2
503,25.0,1.0,1.0,0,2
504,146.0,497.0,2526.0,0,1
505,490.0,146.0,965.0,0,1
506,239.0,710.0,1439.0,0,2
507,186.0,347.0,5020.0,0,2
508,1674.0,763.0,10361.0,0,2
509,114.0,139.0,677.0,0,1
510,79.0,160.0,33.0,0,2
511,44.0,483.0,326.0,0,1
512,12.0,44.0,51.0,0,1
513,37.0,71.0,172.0,0,1
514,3309.0,1976.0,201.0,0,1
515,141.0,303.0,2241.0,0,1
516,1877.0,1454.0,33.0,0,1
517,517.0,551.0,2037.0,0,1
518,1336.0,376.0,3867.0,0,1
519,4150.0,0.0,1802.0,0,1
520,3910.0,1.0,10.0,0,1
521,191.0,383.0,4019.0,0,2
522,68.0,5.0,1.0,0,1
523,611.0,432.0,70.0,0,1
524,16.0,150.0,1341.0,0,2
525,24.0,81.0,628.0,0,2
526,530.0,44.0,938.0,0,1
527,6356.0,387.0,9476.0,0,1
528,3309.0,1976.0,201.0,0,1
529,695.0,157.0,1689.0,0,1
530,8.0,0.0,49.0,0,2
531,15.0,34.0,29.0,0,1
532,8.0,13.0,40.0,0,1
533,15.0,122.0,643.0,0,1
534,4.0,40.0,94.0,0,1
535,52.0,264.0,230.0,0,1
536,46935.0,3118.0,4614.0,0,1
537,6239.0,11.0,1502.0,0,2
538,9798.0,3337.0,193.0,0,1
539,204.0,72.0,1.0,0,0
540,2.0,15.0,20.0,0,1
541,1384.0,3804.0,35.0,0,2
542,9.0,112.0,846.0,0,0
543,99.0,126.0,1815.0,0,2
544,23.0,67.0,11.0,0,1
545,3508.0,0.0,0.0,0,1
546,1094.0,161.0,59.0,0,1
547,2158.0,1.0,3.0,0,1
548,4154.0,76.0,45.0,0,1
549,1.0,0.0,0.0,0,2
550,17504.0,65.0,2237.0,0,1
551,207.0,1265.0,375.0,0,1
552,668.0,1097.0,6853.0,0,1
553,2807.0,317.0,160.0,0,2
554,846.0,4230.0,5208.0,0,2
555,10.0,1.0,58.0,0,2
556,3309.0,1976.0,201.0,0,2
557,662.0,155.0,915.0,0,2
558,0.0,4.0,5.0,0,2
559,44.0,483.0,326.0,0,2
560,1122.0,1699.0,32725.0,0,1
561,10852.0,1034.0,1084.0,0,0
562,695.0,157.0,1689.0,0,1
563,4052.0,1.0,9.0,0,1
564,1073.0,14.0,353.0,0,2
565,112.0,284.0,647.0,0,1
566,204.0,72.0,1.0,0,0
567,248.0,1418.0,4404.0,0,2
568,1627.0,240.0,1848.0,0,1
569,29316.0,1738.0,4567.0,0,1
570,3131.0,1.0,18.0,0,1
571,2027.0,33.0,4036.0,0,2
572,112.0,736.0,1022.0,0,2
573,40465.0,1710.0,7083.0,0,1
574,302.0,223.0,202.0,0,1
575,14331.0,7816.0,30190.0,0,1
576,634.0,192.0,514.0,0,2
577,1154.0,87.0,364.0,0,0
578,14.0,38.0,159.0,0,1
579,428.0,269.0,9010.0,0,1
580,3714.0,4508.0,6787.0,0,1
581,14.0,38.0,159.0,0,1
582,112.0,284.0,647.0,0,2
583,206.0,1491.0,7381.0,0,1
584,210.0,586.0,2283.0,0,2
585,1281.0,25.0,72.0,0,1
586,114.0,139.0,677.0,0,2
587,668.0,1097.0,6853.0,0,2
588,1281.0,697.0,54705.0,0,2
589,77.0,804.0,908.0,0,1
590,1098.0,4976.0,76265.0,0,2
591,1281.0,697.0,54705.0,0,2
592,1154.0,87.0,364.0,0,2
593,4150.0,0.0,1802.0,0,1
594,7684.0,232.0,844.0,0,2
595,695.0,157.0,1689.0,0,1
596,17674.0,314.0,8.0,0,2
597,17405.0,148.0,7.0,0,2
598,8.0,53.0,96.0,0,1
599,17886.0,602.0,17.0,0,2
600,21510.0,1322.0,23.0,0,2
601,214.0,122.0,352.0,0,2
602,45.0,250.0,36.0,0,2
603,1786.0,105.0,887.0,0,2
604,189.0,230.0,121.0,0,1
605,4344.0,3.0,132.0,0,0
606,4344.0,3.0,132.0,0,0
607,4344.0,3.0,132.0,0,0
608,316.0,284.0,26.0,0,2
609,229.0,328.0,1617.0,0,0
610,17.0,49.0,371.0,0,2
611,57.0,9.0,25.0,0,0
612,3210.0,1.0,28.0,0,1
613,158.0,0.0,10747.0,0,1
614,6353.0,3071.0,18764.0,0,1
615,1281.0,25.0,72.0,0,1
616,695.0,157.0,1689.0,0,1
617,1.0,17.0,1.0,0,1
618,236.0,2.0,0.0,0,1
619,0.0,2.0,0.0,0,1
620,13.0,28.0,244.0,0,1
621,1456.0,343.0,193.0,0,2
622,1.0,0.0,0.0,0,2
623,4279.0,3.0,3.0,0,1
624,20252.0,125.0,3903.0,0,2
625,78780.0,46656.0,120853.0,0,1
626,1467.0,446.0,797.0,0,0
627,1036.0,0.0,8.0,0,1
628,112.0,284.0,647.0,0,0
629,11.0,45.0,4.0,0,1
630,4150.0,0.0,1802.0,0,1
631,140.0,231.0,97.0,0,0
632,5091.0,941.0,6766.0,0,2
633,1281.0,25.0,72.0,0,1
634,267.0,736.0,1730.0,0,2
635,625.0,129.0,14.0,0,1
636,78780.0,46656.0,120853.0,0,1
637,248.0,1418.0,4404.0,0,2
638,1676.0,248.0,1335.0,0,2
639,313.0,173.0,7579.0,0,1
640,278.0,796.0,1291.0,0,1
641,186.0,347.0,5020.0,0,1
642,24.0,67.0,36.0,0,2
643,307.0,6.0,12.0,0,1
644,28.0,219.0,62.0,0,1
645,120.0,1205.0,696.0,0,1
646,6.0,296.0,577.0,0,1
647,109.0,62.0,2357.0,0,2
648,87.0,544.0,1086.0,0,1
649,3727.0,74.0,76162.0,0,1
650,35935.0,708.0,60139.0,0,2
651,204.0,858.0,52.0,0,2
652,8691.0,7689.0,83529.0,0,1
653,150.0,182.0,29.0,0,2
654,109.0,62.0,2357.0,0,2
655,78780.0,46656.0,120853.0,0,2
656,14.0,175.0,11.0,0,2
657,1281.0,25.0,72.0,0,1
658,153.0,0.0,0.0,0,2
659,335.0,497.0,20728.0,0,1
660,8691.0,7689.0,83529.0,0,2
661,109.0,62.0,2357.0,0,2
662,225.0,196.0,210.0,0,2
663,61652.0,68076.0,90470.0,0,1
664,186.0,347.0,5020.0,0,2
665,26.0,65.0,714.0,0,0
666,3309.0,1976.0,201.0,0,1
667,929.0,2073.0,15168.0,0,2
668,12.0,236.0,87.0,0,2
669,16.0,38.0,54.0,0,2
670,1877.0,1454.0,33.0,0,1
671,417.0,160.0,237.0,0,1
672,63.0,175.0,292.0,0,1
673,571.0,39.0,74.0,0,1
674,2523.0,7.0,824.0,0,2
675,2402.0,313.0,2505.0,0,1
676,3910.0,1.0,10.0,0,1
677,3309.0,1976.0,201.0,0,2
678,571.0,39.0,74.0,0,1
679,75.0,130.0,10209.0,0,1
680,102.0,415.0,2352.0,0,1
681,24363.0,167.0,2884.0,0,2
682,122.0,5.0,53.0,0,2
683,54889.0,13381.0,4496.0,0,2
684,360.0,954.0,2219.0,0,1
685,9798.0,3337.0,193.0,0,1
686,3939.0,858.0,19458.0,0,1
687,4237.0,2942.0,126176.0,0,1
688,149.0,20.0,2.0,0,1
689,4150.0,0.0,1802.0,0,1
690,3508.0,0.0,0.0,0,1
691,1094.0,161.0,59.0,0,1
692,4154.0,76.0,45.0,0,1
693,2158.0,1.0,3.0,0,1
694,1.0,0.0,0.0,0,2
695,13.0,325.0,6649.0,0,2
696,1627.0,240.0,1849.0,0,1
697,1078.0,3473.0,7275.0,0,1
698,240.0,718.0,5823.0,0,1
699,75.0,159.0,1031.0,0,1
700,114.0,139.0,677.0,0,1
701,389.0,5.0,166.0,0,1
702,600.0,0.0,0.0,0,1
703,155.0,1537.0,6642.0,0,1
704,625.0,129.0,14.0,0,1
705,214.0,78.0,131.0,0,1
706,299.0,14.0,30.0,0,1
707,11.0,24.0,25.0,0,1
708,11.0,24.0,25.0,0,1
709,11.0,24.0,25.0,0,1
710,11.0,24.0,25.0,0,2
711,75.0,159.0,1031.0,0,1
712,11.0,24.0,25.0,0,0
713,55.0,398.0,94.0,0,0
714,763.0,1269.0,9683.0,0,2
715,11.0,24.0,25.0,0,1
716,7.0,176.0,2.0,0,1
717,10290.0,51.0,6113.0,0,1
